file_path,file_name,condition,relative_path
cwru_data/CWRU-1/Data/12k_DE/B007_0.mat,B007_0.mat,12k_DE,12k_DE/B007_0.mat
cwru_data/CWRU-1/Data/12k_DE/B007_1.mat,B007_1.mat,12k_DE,12k_DE/B007_1.mat
cwru_data/CWRU-1/Data/12k_DE/B007_2.mat,B007_2.mat,12k_DE,12k_DE/B007_2.mat
cwru_data/CWRU-1/Data/12k_DE/B007_3.mat,B007_3.mat,12k_DE,12k_DE/B007_3.mat
cwru_data/CWRU-1/Data/12k_DE/B014_0.mat,B014_0.mat,12k_DE,12k_DE/B014_0.mat
cwru_data/CWRU-1/Data/12k_DE/B014_1.mat,B014_1.mat,12k_DE,12k_DE/B014_1.mat
cwru_data/CWRU-1/Data/12k_DE/B014_2.mat,B014_2.mat,12k_DE,12k_DE/B014_2.mat
cwru_data/CWRU-1/Data/12k_DE/B014_3.mat,B014_3.mat,12k_DE,12k_DE/B014_3.mat
cwru_data/CWRU-1/Data/12k_DE/B021_0.mat,B021_0.mat,12k_DE,12k_DE/B021_0.mat
cwru_data/CWRU-1/Data/12k_DE/B021_1.mat,B021_1.mat,12k_DE,12k_DE/B021_1.mat
cwru_data/CWRU-1/Data/12k_DE/B021_2.mat,B021_2.mat,12k_DE,12k_DE/B021_2.mat
cwru_data/CWRU-1/Data/12k_DE/B021_3.mat,B021_3.mat,12k_DE,12k_DE/B021_3.mat
cwru_data/CWRU-1/Data/12k_DE/B028_0.mat,B028_0.mat,12k_DE,12k_DE/B028_0.mat
cwru_data/CWRU-1/Data/12k_DE/B028_1.mat,B028_1.mat,12k_DE,12k_DE/B028_1.mat
cwru_data/CWRU-1/Data/12k_DE/B028_2.mat,B028_2.mat,12k_DE,12k_DE/B028_2.mat
cwru_data/CWRU-1/Data/12k_DE/B028_3.mat,B028_3.mat,12k_DE,12k_DE/B028_3.mat
cwru_data/CWRU-1/Data/12k_DE/IR007_0.mat,IR007_0.mat,12k_DE,12k_DE/IR007_0.mat
cwru_data/CWRU-1/Data/12k_DE/IR007_1.mat,IR007_1.mat,12k_DE,12k_DE/IR007_1.mat
cwru_data/CWRU-1/Data/12k_DE/IR007_2.mat,IR007_2.mat,12k_DE,12k_DE/IR007_2.mat
cwru_data/CWRU-1/Data/12k_DE/IR007_3.mat,IR007_3.mat,12k_DE,12k_DE/IR007_3.mat
cwru_data/CWRU-1/Data/12k_DE/IR014_0.mat,IR014_0.mat,12k_DE,12k_DE/IR014_0.mat
cwru_data/CWRU-1/Data/12k_DE/IR014_1.mat,IR014_1.mat,12k_DE,12k_DE/IR014_1.mat
cwru_data/CWRU-1/Data/12k_DE/IR014_2.mat,IR014_2.mat,12k_DE,12k_DE/IR014_2.mat
cwru_data/CWRU-1/Data/12k_DE/IR014_3.mat,IR014_3.mat,12k_DE,12k_DE/IR014_3.mat
cwru_data/CWRU-1/Data/12k_DE/IR021_0.mat,IR021_0.mat,12k_DE,12k_DE/IR021_0.mat
cwru_data/CWRU-1/Data/12k_DE/IR021_1.mat,IR021_1.mat,12k_DE,12k_DE/IR021_1.mat
cwru_data/CWRU-1/Data/12k_DE/IR021_2.mat,IR021_2.mat,12k_DE,12k_DE/IR021_2.mat
cwru_data/CWRU-1/Data/12k_DE/IR021_3.mat,IR021_3.mat,12k_DE,12k_DE/IR021_3.mat
cwru_data/CWRU-1/Data/12k_DE/IR028_0.mat,IR028_0.mat,12k_DE,12k_DE/IR028_0.mat
cwru_data/CWRU-1/Data/12k_DE/IR028_1.mat,IR028_1.mat,12k_DE,12k_DE/IR028_1.mat
cwru_data/CWRU-1/Data/12k_DE/IR028_2.mat,IR028_2.mat,12k_DE,12k_DE/IR028_2.mat
cwru_data/CWRU-1/Data/12k_DE/IR028_3.mat,IR028_3.mat,12k_DE,12k_DE/IR028_3.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@12_0.mat,OR007@12_0.mat,12k_DE,12k_DE/OR007@12_0.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@12_1.mat,OR007@12_1.mat,12k_DE,12k_DE/OR007@12_1.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@12_2.mat,OR007@12_2.mat,12k_DE,12k_DE/OR007@12_2.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@12_3.mat,OR007@12_3.mat,12k_DE,12k_DE/OR007@12_3.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@3_0.mat,OR007@3_0.mat,12k_DE,12k_DE/OR007@3_0.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@3_1.mat,OR007@3_1.mat,12k_DE,12k_DE/OR007@3_1.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@3_2.mat,OR007@3_2.mat,12k_DE,12k_DE/OR007@3_2.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@3_3.mat,OR007@3_3.mat,12k_DE,12k_DE/OR007@3_3.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@6_0.mat,OR007@6_0.mat,12k_DE,12k_DE/OR007@6_0.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@6_1.mat,OR007@6_1.mat,12k_DE,12k_DE/OR007@6_1.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@6_2.mat,OR007@6_2.mat,12k_DE,12k_DE/OR007@6_2.mat
cwru_data/CWRU-1/Data/12k_DE/OR007@6_3.mat,OR007@6_3.mat,12k_DE,12k_DE/OR007@6_3.mat
cwru_data/CWRU-1/Data/12k_DE/OR014@6_0.mat,OR014@6_0.mat,12k_DE,12k_DE/OR014@6_0.mat
cwru_data/CWRU-1/Data/12k_DE/OR014@6_1.mat,OR014@6_1.mat,12k_DE,12k_DE/OR014@6_1.mat
cwru_data/CWRU-1/Data/12k_DE/OR014@6_2.mat,OR014@6_2.mat,12k_DE,12k_DE/OR014@6_2.mat
cwru_data/CWRU-1/Data/12k_DE/OR014@6_3.mat,OR014@6_3.mat,12k_DE,12k_DE/OR014@6_3.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@12_0.mat,OR021@12_0.mat,12k_DE,12k_DE/OR021@12_0.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@12_1.mat,OR021@12_1.mat,12k_DE,12k_DE/OR021@12_1.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@12_2.mat,OR021@12_2.mat,12k_DE,12k_DE/OR021@12_2.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@12_3.mat,OR021@12_3.mat,12k_DE,12k_DE/OR021@12_3.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@3_0.mat,OR021@3_0.mat,12k_DE,12k_DE/OR021@3_0.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@3_1.mat,OR021@3_1.mat,12k_DE,12k_DE/OR021@3_1.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@3_2.mat,OR021@3_2.mat,12k_DE,12k_DE/OR021@3_2.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@3_3.mat,OR021@3_3.mat,12k_DE,12k_DE/OR021@3_3.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@6_0.mat,OR021@6_0.mat,12k_DE,12k_DE/OR021@6_0.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@6_1.mat,OR021@6_1.mat,12k_DE,12k_DE/OR021@6_1.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@6_2.mat,OR021@6_2.mat,12k_DE,12k_DE/OR021@6_2.mat
cwru_data/CWRU-1/Data/12k_DE/OR021@6_3.mat,OR021@6_3.mat,12k_DE,12k_DE/OR021@6_3.mat
cwru_data/CWRU-1/Data/12k_FE/B007_0.mat,B007_0.mat,12k_FE,12k_FE/B007_0.mat
cwru_data/CWRU-1/Data/12k_FE/B007_1.mat,B007_1.mat,12k_FE,12k_FE/B007_1.mat
cwru_data/CWRU-1/Data/12k_FE/B007_2.mat,B007_2.mat,12k_FE,12k_FE/B007_2.mat
cwru_data/CWRU-1/Data/12k_FE/B007_3.mat,B007_3.mat,12k_FE,12k_FE/B007_3.mat
cwru_data/CWRU-1/Data/12k_FE/B014_0.mat,B014_0.mat,12k_FE,12k_FE/B014_0.mat
cwru_data/CWRU-1/Data/12k_FE/B014_1.mat,B014_1.mat,12k_FE,12k_FE/B014_1.mat
cwru_data/CWRU-1/Data/12k_FE/B014_2.mat,B014_2.mat,12k_FE,12k_FE/B014_2.mat
cwru_data/CWRU-1/Data/12k_FE/B014_3.mat,B014_3.mat,12k_FE,12k_FE/B014_3.mat
cwru_data/CWRU-1/Data/12k_FE/B021_0.mat,B021_0.mat,12k_FE,12k_FE/B021_0.mat
cwru_data/CWRU-1/Data/12k_FE/B021_1.mat,B021_1.mat,12k_FE,12k_FE/B021_1.mat
cwru_data/CWRU-1/Data/12k_FE/B021_2.mat,B021_2.mat,12k_FE,12k_FE/B021_2.mat
cwru_data/CWRU-1/Data/12k_FE/B021_3.mat,B021_3.mat,12k_FE,12k_FE/B021_3.mat
cwru_data/CWRU-1/Data/12k_FE/IR007_0.mat,IR007_0.mat,12k_FE,12k_FE/IR007_0.mat
cwru_data/CWRU-1/Data/12k_FE/IR007_1.mat,IR007_1.mat,12k_FE,12k_FE/IR007_1.mat
cwru_data/CWRU-1/Data/12k_FE/IR007_2.mat,IR007_2.mat,12k_FE,12k_FE/IR007_2.mat
cwru_data/CWRU-1/Data/12k_FE/IR007_3.mat,IR007_3.mat,12k_FE,12k_FE/IR007_3.mat
cwru_data/CWRU-1/Data/12k_FE/IR014_0.mat,IR014_0.mat,12k_FE,12k_FE/IR014_0.mat
cwru_data/CWRU-1/Data/12k_FE/IR014_1.mat,IR014_1.mat,12k_FE,12k_FE/IR014_1.mat
cwru_data/CWRU-1/Data/12k_FE/IR014_2.mat,IR014_2.mat,12k_FE,12k_FE/IR014_2.mat
cwru_data/CWRU-1/Data/12k_FE/IR014_3.mat,IR014_3.mat,12k_FE,12k_FE/IR014_3.mat
cwru_data/CWRU-1/Data/12k_FE/IR021_0.mat,IR021_0.mat,12k_FE,12k_FE/IR021_0.mat
cwru_data/CWRU-1/Data/12k_FE/IR021_1.mat,IR021_1.mat,12k_FE,12k_FE/IR021_1.mat
cwru_data/CWRU-1/Data/12k_FE/IR021_2.mat,IR021_2.mat,12k_FE,12k_FE/IR021_2.mat
cwru_data/CWRU-1/Data/12k_FE/IR021_3.mat,IR021_3.mat,12k_FE,12k_FE/IR021_3.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@12_0.mat,OR007@12_0.mat,12k_FE,12k_FE/OR007@12_0.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@12_1.mat,OR007@12_1.mat,12k_FE,12k_FE/OR007@12_1.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@12_2.mat,OR007@12_2.mat,12k_FE,12k_FE/OR007@12_2.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@12_3.mat,OR007@12_3.mat,12k_FE,12k_FE/OR007@12_3.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@3_0.mat,OR007@3_0.mat,12k_FE,12k_FE/OR007@3_0.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@3_1.mat,OR007@3_1.mat,12k_FE,12k_FE/OR007@3_1.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@3_2.mat,OR007@3_2.mat,12k_FE,12k_FE/OR007@3_2.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@3_3.mat,OR007@3_3.mat,12k_FE,12k_FE/OR007@3_3.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@6_0.mat,OR007@6_0.mat,12k_FE,12k_FE/OR007@6_0.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@6_1.mat,OR007@6_1.mat,12k_FE,12k_FE/OR007@6_1.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@6_2.mat,OR007@6_2.mat,12k_FE,12k_FE/OR007@6_2.mat
cwru_data/CWRU-1/Data/12k_FE/OR007@6_3.mat,OR007@6_3.mat,12k_FE,12k_FE/OR007@6_3.mat
cwru_data/CWRU-1/Data/12k_FE/OR014@3_0.mat,OR014@3_0.mat,12k_FE,12k_FE/OR014@3_0.mat
cwru_data/CWRU-1/Data/12k_FE/OR014@3_1.mat,OR014@3_1.mat,12k_FE,12k_FE/OR014@3_1.mat
cwru_data/CWRU-1/Data/12k_FE/OR014@3_2.mat,OR014@3_2.mat,12k_FE,12k_FE/OR014@3_2.mat
cwru_data/CWRU-1/Data/12k_FE/OR014@3_3.mat,OR014@3_3.mat,12k_FE,12k_FE/OR014@3_3.mat
cwru_data/CWRU-1/Data/12k_FE/OR014@6_0.mat,OR014@6_0.mat,12k_FE,12k_FE/OR014@6_0.mat
cwru_data/CWRU-1/Data/12k_FE/OR021@3_1.mat,OR021@3_1.mat,12k_FE,12k_FE/OR021@3_1.mat
cwru_data/CWRU-1/Data/12k_FE/OR021@3_2.mat,OR021@3_2.mat,12k_FE,12k_FE/OR021@3_2.mat
cwru_data/CWRU-1/Data/12k_FE/OR021@3_3.mat,OR021@3_3.mat,12k_FE,12k_FE/OR021@3_3.mat
cwru_data/CWRU-1/Data/12k_FE/OR021@6_0.mat,OR021@6_0.mat,12k_FE,12k_FE/OR021@6_0.mat
cwru_data/CWRU-1/Data/48k_DE/B007_0.mat,B007_0.mat,48k_DE,48k_DE/B007_0.mat
